鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
三民區,房地(土地+建物)+車位,高雄市三民區博愛一路361~390號,33.41,商,,,1081120,土地1建物1車位2,十七層,二十四層,辦公商業大樓,,鋼筋混凝土造,0790814,731.39,0,0,0,無,無,33000000,45120,坡道平面,0.0,0,陽台外推,RPSNMLLKKHPFFDE08CA
三民區,房地(土地+建物),高雄市三民區九如二路121~150號,8.14,商,,,1081216,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831022,95.34,3,1,2,有,無,4450000,46675,,0.0,0,,RPTOMLNKKHPFFDE48CA
三民區,房地(土地+建物),高雄市三民區鼎貴路181~210號,26.26,商,,,1081209,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890216,138.51,4,2,2,有,有,5580000,40286,,0.0,0,,RPSNMLRJKHPFFDE58CA
三民區,房地(土地+建物)+車位,高雄市三民區覺民路1~30號,29.57,住,,,1081102,土地1建物1車位1,一層，二層,十五層,店面(店鋪),見其它登記事項,鋼筋混凝土造,1080618,238.19,2,2,2,有,有,27350000,114824,坡道平面,49.07,0,,RPPNMLKKKHPFFDE67CA
左營區,房地(土地+建物)+車位,高雄市左營區文直路1~30號,17.95,住,,,1081227,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071015,134.58,3,2,2,有,有,10000000,74305,坡道平面,27.3,0,,RPQQMLRKJHPFFEE78CA
左營區,房地(土地+建物),高雄市左營區民族一路1081~1110號,14.08,住,,,1081218,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0891030,114.64999999999999,3,2,2,有,有,4900000,42739,,0.0,0,,RPRRMLRKJHPFFEE98CA
楠梓區,房地(土地+建物),高雄市楠梓區惠民路31~60號,23.28,住,,,1081216,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830705,161.4,3,2,2,有,有,5000000,30979,,0.0,0,,RPTRMLRKJHPFFEE56CA
楠梓區,房地(土地+建物),高雄市楠梓區藍昌路214巷2弄31~60號,78.0,住,,,1081128,土地1建物1車位0,全,二層,透天厝,,加強磚造,0690521,69.18,3,2,2,有,無,2700000,39029,,0.0,0,,RPPOMLLLJHPFFEE97CA
左營區,房地(土地+建物)+車位,高雄市左營區崇德路91~120號,19.81,住,,,1081210,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871106,169.67000000000002,4,2,2,有,有,8600000,51382,坡道平面,25.65,1200000,,RPTOMLLLJHPFFEE38CA
楠梓區,房地(土地+建物),高雄市楠梓區旗楠路785巷1~30號,61.0,住,,,1081229,土地1建物1車位0,全,二層,透天厝,,加強磚造,0690508,74.16,6,2,3,有,無,4800000,64725,,0.0,0,,RPSNMLMLJHPFFEE28CA
楠梓區,房地(土地+建物),高雄市楠梓區新昌街60巷1~30號,73.0,住,,,1081109,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,0770113,203.83,6,2,3,有,無,9700000,47589,,0.0,0,,RPPNMLTLJHPFFEE68CA
楠梓區,土地,楠都段三小段241~270地號,99.56,住,,,1081112,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,90398,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLKMJHPFFEE48CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區瑞屏路31~60號,12.25,商,,,1081219,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931230,106.72,2,2,1,有,有,4560000,42729,坡道平面,0.0,0,,RPXNMLKMJHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,15.75,商,,,1081202,土地1建物1車位2,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071225,277.73,3,2,2,有,有,29800000,108910,坡道平面,50.02,5000000,,RPWPMLQJKHPFFEE56CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,16.45,商,,,1081202,土地1建物1車位2,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071225,295.89,3,2,2,有,有,31750000,108797,坡道平面,50.02,5000000,,RPOQMLQJKHPFFEE48CA
楠梓區,房地(土地+建物),高雄市楠梓區壽豐路421~450號,34.13,住,,,1081227,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0690513,92.01,3,2,2,有,無,2300000,24997,,0.0,0,,RPUSMLQJKHPFFEE66CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,6.67,商,,,1081230,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,0900626,91.28,2,1,1,有,有,5180000,56748,坡道機械,8.07,0,,RPTOMLRJKHPFFEE88CA
左營區,房地(土地+建物)+車位,高雄市左營區民族一路901巷26弄1~30號,9.36,住,,,1081226,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851125,134.37,3,2,2,有,有,6250000,46513,坡道機械,0.0,0,,RPRPMLLKKHPFFEE28CA
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興楠路151巷27弄1~30號,24.68,住,,,1081219,土地1建物1車位2,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850304,144.53,3,2,2,有,有,5000000,34595,坡道平面,0.0,0,含增建或未登記建物。;,RPVNMLLKKHPFFEE48CA
楠梓區,房地(土地+建物),高雄市楠梓區惠民路36巷1~30號,15.25,住,,,1081218,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830705,113.7,3,2,2,有,有,3500000,30783,,0.0,0,,RPRNMLOJKHPFFEE28CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,11.72,商,,,1081130,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071225,214.9,3,2,2,有,有,20380000,98373,坡道平面,25.01,1700000,,RPTOMLOJKHPFFEE58CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,11.76,商,,,1081222,土地1建物1車位1,三層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071225,211.32999999999998,3,2,2,有,有,19180000,94891,坡道平面,25.01,1500000,,RPUOMLOJKHPFFEE68CA
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,11.69,商,,,1081022,土地1建物1車位1,二十八層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1071225,207.61,3,2,2,有,有,20660000,103834,坡道平面,25.01,1700000,,RPVOMLOJKHPFFEE78CA
左營區,房地(土地+建物),高雄市左營區文學路688巷31~60號,116.71,住,,,1081229,土地1建物1車位0,全,五層,透天厝,住家用,見使用執照,0900117,307.59,6,3,3,有,無,18200000,59170,,0.0,0,含增建或未登記建物。;,RPOOMLOKKHPFFEE18CA
永安區,房地(土地+建物),高雄市永安區保安路61~90號,153.35,,一般農業區,甲種建築用地,1081229,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820503,204.65,5,2,4,有,有,7000000,34205,,0.0,0,,RPROMLRKJHPFFFE78CA
岡山區,房地(土地+建物),高雄市岡山區中山南路61~90號,390.07,住,,,1081210,土地6建物1車位0,一層，二層，三層，四層，屋頂突出物，騎樓,四層,店面(店鋪),住商用,鋼筋混凝土造,0890731,796.1,6,3,8,有,無,46000000,57782,,0.0,0,,RPSOMLKLJHPFFFE28CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路31~60號,10.97,商,,,1090106,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071220,110.38,2,1,2,有,有,5050000,45751,坡道平面,15.27,0,,RPPOMLLLJHPFFFE08CA
燕巢區,房地(土地+建物),高雄市燕巢區中興路64巷117弄1~30號,68.99,住,,,1090108,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080130,176.88,4,2,4,有,無,9720000,54953,,0.0,0,,RPQNMLLLJHPFFFE08CA
彌陀區,土地,山頂段451~480地號,478.27,,一般農業區,農牧用地,1081212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2500000,5227,,0.0,0,,RPPNMLSKJHPFFFE58CA
燕巢區,土地,深水段31~60地號,209.0,,山坡地保育區,林業用地,1081112,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,4785,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUNMLKMJHPFFFE48CA
岡山區,房地(土地+建物),高雄市岡山區大公路31~60號,103.0,住,,,1081203,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1080614,228.14,5,2,3,有,無,14000000,61366,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLLMJHPFFFE08CA
橋頭區,房地(土地+建物)+車位,高雄市橋頭區美德街91~120號,22.96,住,,,1081129,土地1建物1車位1,十層，夾層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830215,144.93,4,2,3,有,有,4650000,32084,坡道機械,0.0,0,,RPUNMLNJKHPFFFE58CA
岡山區,房地(土地+建物),高雄市岡山區大富街45巷1~30號,135.0,住,,,1070603,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081101,250.18,5,2,4,有,無,17700000,70749,,0.0,0,,RPPNMLLJKHPFFFE87CA
岡山區,房地(土地+建物),高雄市岡山區大富街45巷1~30號,125.0,住,,,1070602,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081101,261.09,6,2,4,有,無,17480000,66950,,0.0,0,,RPQNMLLJKHPFFFE97CA
岡山區,房地(土地+建物),高雄市岡山區大富街45巷1~30號,103.0,住,,,1080319,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1081101,261.09,6,2,4,有,無,17280000,66184,,0.0,0,,RPRNMLLJKHPFFFE08CA
燕巢區,土地,安北段1~30地號,86.49,住,,,1081213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1300000,15031,,0.0,0,親友、員工或其他特殊關係間之交易。;二等親買賣。,RPQNMLPJKHPFFFE38CA
燕巢區,房地(土地+建物),高雄市燕巢區瓊招路175巷1~30號,14.46,商,,,1081130,土地1建物1車位0,一層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821115,102.46,3,2,2,有,有,2100000,20496,,0.0,0,,RPRNMLPJKHPFFFE48CA
岡山區,土地,信義段31~60地號,68.3,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7224000,105769,,0.0,0,,RPRNMLKKKHPFFFE08CA
燕巢區,土地,深水段121~150地號,4033.0,,山坡地保育區,農牧用地,1090107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3280000,813,,0.0,0,"1.本件買賣標的為山坡地,土地崎嶇不平.     2.本筆土地未臨道路,須經由他人土地進出.",RPRNMLLKKHPFFFE18CA
鳳山區,房地(土地+建物),高雄市鳳山區中山東路178巷1~30號,58.0,住,,,1090103,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0610815,88.81,3,2,2,有,無,6300000,70938,,0.0,0,含增建或未登記建物。;,RPUNMLSKJHPFFGE56CA
鳳山區,房地(土地+建物),高雄市鳳山區瑞隆東路232巷1~30號,56.0,住,,,1081216,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0640225,70.88,6,2,2,有,無,7000000,98758,,0.0,0,,RPVOMLKLJHPFFGE68CA
大樹區,土地,水廠段1021~1050地號,590.06,,一般農業區,農牧用地,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2350000,3983,,0.0,0,,RPWOMLKLJHPFFGE78CA
鳳山區,土地,保成段61~90地號,146.69,住,,,1090113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13311000,90742,,0.0,0,,RPQNMLKLJHPFFGE08CA
大樹區,土地,坪頂段721~750地號,2216.56,,一般農業區,農牧用地,1081226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,2978,,0.0,0,,RPTOMLRKJHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區中山東路31~60號,5.81,住,,,1090105,土地1建物1車位0,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860825,79.13,2,2,1,有,有,3100000,39176,,0.0,0,,RPPPMLLLJHPFFGE28CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌五街1~30號,15.49,住,,,1081225,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,89.27000000000001,2,1,1,有,有,4700000,52649,坡道機械,0.0,0,,RPVPMLLLJHPFFGE88CA
鳳山區,土地,道爺段下菜園小段31~60地號,64.0,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1900000,29688,,0.0,0,建物未保存登記,RPXNMLMLJHPFFGE98CA
鳳山區,房地(土地+建物),高雄市鳳山區國富路21巷2弄1~30號,26.83,商,,,1090103,土地2建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840512,164.79,3,2,2,有,有,5800000,35196,,0.0,0,,RPPOMLMLJHPFFGE28CA
鳳山區,房地(土地+建物),高雄市鳳山區天興里五甲二路719巷31~60號,70.0,住,,,1081225,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0610110,98.19,4,2,2,有,無,6000000,61106,,0.0,0,,RPPNMLMLJHPFFGE18CA
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路241~270號,52.16,住,,,1081214,土地1建物1車位2,十五層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030529,358.88,3,2,3,有,有,28750000,80110,坡道平面,0.0,3200000,含裝潢,RPXOMLMLJHPFFGE09CA
大樹區,土地,曹公段241~270地號,330.79,農,,,1081208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7200000,21766,,0.0,0,含增建或未登記建物。;,RPPPMLLMJHPFFGE38CA
鳳山區,房地(土地+建物),高雄市鳳山區復華一街17巷1~30號,118.88,住,,,1081219,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1080902,289.21,5,2,5,有,無,19970000,69050,,0.0,0,含電梯,RPVOMLNJKHPFFGE88CA
大樹區,房地(土地+建物),高雄市大樹區竹寮路931~960號,86.44,,一般農業區,丁種建築用地,1081217,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0830419,213.97,5,2,3,有,無,4600000,21498,,0.0,0,含增建或未登記建物。;因屋況有瑕疵.賣方折價20萬,RPPOMLPJKHPFFGE48CA
鳳山區,房地(土地+建物),高雄市鳳山區復華一街17巷1~30號,114.72,住,,,1081218,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1080902,283.27,5,2,5,有,無,19270000,68027,,0.0,0,含電梯,RPXOMLNJKHPFFGE09CA
鳳山區,房地(土地+建物),高雄市鳳山區復華一街17巷1~30號,114.63,住,,,1081218,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1080902,283.27,5,2,5,有,無,19260000,67992,,0.0,0,含電梯,RPOPMLNJKHPFFGE28CA
鳳山區,房地(土地+建物),高雄市鳳山區復華一街17巷1~30號,120.27,住,,,1081218,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1080902,290.09,5,2,5,有,無,19890000,68565,,0.0,0,含電梯,RPPPMLNJKHPFFGE38CA
旗山區,土地,南溪洲段961~990地號,2095.09,,特定農業區,農牧用地,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2380000,1136,,0.0,0,,RPQNMLKMJHPFFHE28CA
鳥松區,房地(土地+建物),高雄市鳥松區大埤路1~30號,15.49,商,,,1081220,土地2建物1車位0,五層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0700116,47.3,1,1,1,有,有,1600000,33827,,0.0,0,,RPWNMLKLJHPFFIE88CA
仁武區,房地(土地+建物)+車位,高雄市仁武區勇全路61~90號,35.72,住,,,1090110,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060313,181.17,3,2,2,有,有,9050000,49953,坡道平面,0.0,0,,RPTNMLLLJHPFFIE68CA
鳥松區,土地,埔段991~1020地號,1010.0,農,,,1081224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7878000,7800,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLKLJHPFFIE28CA
仁武區,房地(土地+建物),高雄市仁武區永和一街61~90號,70.95,住,,,1081213,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0691205,95.34,3,2,2,有,無,4300000,45102,,0.0,0,含增建或未登記建物。;,RPUNMLRKJHPFFIE66CA
大社區,房地(土地+建物)+車位,高雄市大社區學府路225巷5弄1~30號,36.67,,山坡地保育區,丙種建築用地,1090104,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851008,102.65,1,1,1,有,有,3150000,30687,坡道平面,0.0,0,,RPPNMLQLJHPFFIE78CA
仁武區,房地(土地+建物),高雄市仁武區仁孝路181~210號,211.74,住,,,1081218,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1010730,487.63,7,2,6,有,無,43300000,88797,,0.0,0,,RPPNMLNJKHPFFIE38CA
仁武區,房地(土地+建物),高雄市仁武區澄合街271~300號,88.17,住,,,1081215,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0690804,111.0,4,2,3,有,無,7100000,63964,,0.0,0,,RPWNMLQJKHPFFIE76CA
仁武區,土地,竹後段901~930地號,358.5,住,,,1090103,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20000000,55788,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLOJKHPFFIE98CA
鳥松區,房地(土地+建物)+車位,高雄市鳥松區永善路1~30號,20.6,住,,,1081220,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030312,156.69,2,1,2,有,無,11000000,70202,坡道平面,0.0,0,,RPOOMLNKKHPFFIE48CA
路竹區,房地(土地+建物),高雄市路竹區民有路68巷1~30號,103.31,,鄉村區,乙種建築用地,1081218,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0820409,131.34,3,3,2,有,無,5500000,41876,,0.0,0,,RPRNMLKLJHPFFJE48CA
阿蓮區,土地,峰崗段571~600地號,2506.46,,一般農業區,農牧用地,1081125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8330000,3323,,0.0,0,含增建或未登記建物。;,RPPNMLKMJHPFFJE38CA
阿蓮區,土地,峰崗段541~570地號,5413.94,,一般農業區,農牧用地,1081225,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17800000,3288,,0.0,0,包含未保存登記未編稅籍房屋三棟,RPQNMLKMJHPFFJE48CA
路竹區,土地,竹園段1111~1140地號,1611.94,,一般農業區,農牧用地,1090107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5600000,3474,,0.0,0,,RPQNMLLLJHPFFJE48CA
茄萣區,土地,崎漏段571~600地號,21.0,住,,,1080813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,412900,19662,,0.0,0,越界建築之買賣,RPSNMLLKKHPFFJE68CA
路竹區,土地,東安段331~360地號,195.64,住,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,20446,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPROMLLKKHPFFJE68CA
湖內區,房地(土地+建物),高雄市湖內區保生路298巷16弄1~30號,23.72,住,,,1081225,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831006,164.01,4,2,2,有,無,3500000,21340,,0.0,0,,RPQNMLNJKHPFFJE58CA
湖內區,房地(土地+建物),高雄市湖內區中山路一段301巷31~60號,74.67,住,,,1081007,土地1建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),住商用,鋼筋混凝土造,0931020,171.53,5,2,4,有,無,6500000,37894,,0.0,0,,RPRNMLOKKHPFFJE88CA
湖內區,房地(土地+建物),高雄市湖內區中山路一段301巷31~60號,70.9,住,,,1081007,土地1建物1車位0,一層，二層，三層，四層,四層,店面(店鋪),住商用,鋼筋混凝土造,0931020,168.73,5,2,3,有,無,6500000,38523,,0.0,0,,RPSNMLOKKHPFFJE98CA
美濃區,土地,美濃段一小段151~180地號,500.0,,特定農業區,農牧用地,1090106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,3600,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPTNMLRKJHPFFKE76CA
